video_url_mp4,video_url_webm,start_time,end_time
http://cs.ubc.ca/~troniak/tum.mp4,http://cs.ubc.ca/~troniak/tum.webm,15.0,20.0
http://cs.ubc.ca/~troniak/tum.mp4,http://cs.ubc.ca/~troniak/tum.webm,20.0,25.0
http://cs.ubc.ca/~troniak/tum.mp4,http://cs.ubc.ca/~troniak/tum.webm,25.0,30.0
http://cs.ubc.ca/~troniak/tum.mp4,http://cs.ubc.ca/~troniak/tum.webm,30.0,35.0
http://cs.ubc.ca/~troniak/tum.mp4,http://cs.ubc.ca/~troniak/tum.webm,35.0,40.0
http://cs.ubc.ca/~troniak/bike.mp4,http://cs.ubc.ca/~troniak/bike.webm,180.0,185.0
http://cs.ubc.ca/~troniak/bike.mp4,http://cs.ubc.ca/~troniak/bike.webm,185.0,190.0
http://cs.ubc.ca/~troniak/bike.mp4,http://cs.ubc.ca/~troniak/bike.webm,190.0,195.0
http://cs.ubc.ca/~troniak/bike.mp4,http://cs.ubc.ca/~troniak/bike.webm,195.0,200.0
http://cs.ubc.ca/~troniak/bike.mp4,http://cs.ubc.ca/~troniak/bike.webm,200.0,205.0
http://cs.ubc.ca/~troniak/50salad.mp4,http://cs.ubc.ca/~troniak/50salad.webm,0.0,5.0
http://cs.ubc.ca/~troniak/50salad.mp4,http://cs.ubc.ca/~troniak/50salad.webm,5.0,10.0
http://cs.ubc.ca/~troniak/50salad.mp4,http://cs.ubc.ca/~troniak/50salad.webm,10.0,15.0
http://cs.ubc.ca/~troniak/50salad.mp4,http://cs.ubc.ca/~troniak/50salad.webm,15.0,20.0
http://cs.ubc.ca/~troniak/50salad.mp4,http://cs.ubc.ca/~troniak/50salad.webm,20.0,25.0
http://cs.ubc.ca/~troniak/cmu.mp4,http://cs.ubc.ca/~troniak/cmu.webm,17.0,22.0
http://cs.ubc.ca/~troniak/cmu.mp4,http://cs.ubc.ca/~troniak/cmu.webm,22.0,27.0
http://cs.ubc.ca/~troniak/cmu.mp4,http://cs.ubc.ca/~troniak/cmu.webm,27.0,32.0
http://cs.ubc.ca/~troniak/cmu.mp4,http://cs.ubc.ca/~troniak/cmu.webm,32.0,37.0
http://cs.ubc.ca/~troniak/cmu.mp4,http://cs.ubc.ca/~troniak/cmu.webm,37.0,42.0
http://cs.ubc.ca/~troniak/pbj.mp4,http://cs.ubc.ca/~troniak/pbj.webm,2.0,7.0
http://cs.ubc.ca/~troniak/pbj.mp4,http://cs.ubc.ca/~troniak/pbj.webm,7.0,12.0
http://cs.ubc.ca/~troniak/pbj.mp4,http://cs.ubc.ca/~troniak/pbj.webm,12.0,17.0
http://cs.ubc.ca/~troniak/pbj.mp4,http://cs.ubc.ca/~troniak/pbj.webm,17.0,22.0
http://cs.ubc.ca/~troniak/pbj.mp4,http://cs.ubc.ca/~troniak/pbj.webm,22.0,27.0
http://cs.ubc.ca/~troniak/tum.mp4,http://cs.ubc.ca/~troniak/tum.webm,15.0,20.0
http://cs.ubc.ca/~troniak/tum.mp4,http://cs.ubc.ca/~troniak/tum.webm,20.0,25.0
http://cs.ubc.ca/~troniak/tum.mp4,http://cs.ubc.ca/~troniak/tum.webm,25.0,30.0
http://cs.ubc.ca/~troniak/tum.mp4,http://cs.ubc.ca/~troniak/tum.webm,30.0,35.0
http://cs.ubc.ca/~troniak/tum.mp4,http://cs.ubc.ca/~troniak/tum.webm,35.0,40.0
